,都市間競争ということですか？都市間で競争原理が特に働かなくても、名古屋としての存在価値が認められれば問題はないのだと思います。競争原理を持ち出さなくても、名古屋という都市がどうあるべきかを論じるために何かテーマを絞る必要性があります。際限なくテーマが大きくなるように懸念しています。
,そうでしたか。申し訳ございません。都市間競争とは東京と比較してということではなく、ダイバーシティーの先駆けの地になる地域となり、名古屋に対する誇りや魅力を高めようということです。
,ダイバーシティーという表現に多様性という言葉が置き換わっただけで、多様性を示す中身が明確に議論されていないように感じます。多様性をどのように示し、どのように評価していくかが重要なポイントになるのだと思いますがいかがでしょうか？ダイバーシティーとは、国籍、性別、年齢にとらわれないで生産性をあげる事と認識しておりますが何か示せるものはありますか？
,K.Samantha.A さんの仰る通りだと思います。国籍や性別・年齢、これらは一つの個性だと思うんです。それに加えてその人にしかできないことをその人がやるといったように、人が持つ得意分野をフル活用して生産性をあげる。そうすれば今の日本社会で排除されたり埋もれたりしている人材が名古屋に魅力を感じて集結してくるようになり、それが新たな活力になると考えるのですがいかがでしょう？これからは○○しかできないことを○○がやる時代だと思います。これは名古屋にしかできないことを名古屋がやるに通じるスローガンです。
speech,様々な個性を生かし合う事が全体としての価値を上げると言う事ではお二人とも合意のようですね。私も一般論としては賛成ですが、個性を生かし合う具体的な仕組みはどんなものが考えられるでしょうか？
,
preceding context,名古屋駅地区の開発にコンセプトを設け、都心の新たなビジネス環境を創出し、大名古屋圏の産業、経済を引っ張る活力を生み出してほしいと考えています。
speech,なるほど、経済を引っ張る活力にはどのようなものがあるのでしょうか。
,
preceding context,名古屋だけではなく京都など以外の日本全国に言えるかもしれませんが、再開発など行う際にしっかりとした景観ガイドラインを作るべきだと思います。名駅周辺もそうですが栄など低層の建物が並ぶところも統一した雰囲気のある景観を目指すべきだと思います。
speech,景観ガイドラインは大切ですね。京都は、一時期高層建築が認められましたが、今は元に戻りました。派手な看板も厳しく規制されているので、落ち着きます。名古屋らしい景観ガイドラインはどのようなものが考えられますでしょうかねえ。
,
preceding context,そうですね。名古屋市でも、今わたしたちが生活しているどんな地域の中にも、様々な障がいを抱える方が暮らしていらっしゃいます。でも地域の人たちが直接彼らと親しく触れ合ったり、コミュニケーションをとろうとすることはやっぱり難しいし、急に”障がい”について考えてみることを突き付けられても、戸惑われることになるでしょうね。また障がいのある方たちの中には、自己主張が出来ずに前に出られない人が少なくないのではないでしょうか。子どもの頃から常に家族や周りの人の助けを借りて日々を送らざるを得ないため、受け身になりがちだからです。
,多様な人たちが生活している地域の中で”共生”を図ろうとするとき、社会を変える手段は、”共感”によるほうが人々の心に深く響くのではないでしょうか？
,障がいをお持ちの人の中には、子どもの頃から絵を描く事だけは生き生きと楽しんで取り組めていたりだとか、機織り機で黙々と糸や布を織り込んでいたり、チクチクと刺繍をほどこしてみたり、器や陶芸作品を次々に生みだしてみたり、日々の暮らしをポエムにしてみたりと、一人一人違った自己表現の術をお持ちの方がたくさんいらっしゃいます。その純粋な表現力にはわたしも何度も感動を頂いているのですが、そういったかたちで、例えば地域の中で彼らの創作活動を応援したり、発表会を催して”共感”を得られる機会をつくってみるのはいかがでしょうか？
,障害という言葉にはやはり何らかのバリアが存在するものです。このバリアを解消するために障害者としてではなく、より多くの機会を以てしてつながりを持つ事が地域には求められるスキルだと感じます。
speech,障害者という言葉は仰るようにバリアになると思います。「障害者との共生」とか「障害者への積極支援」というと身構えてしまうのが実情でしょう。自然と障害者の方々の活動に溶け込んでいくのが一番だと思うのですが、具体的にはどうしたら良いでしょう？
,
preceding context,共助における参加しやすい仕組みづくりとか、今まさにここで議論されているような話だと思います。アイデア募集とかコンテストとかで気運づくりや情報発信するのも面白いですね。ただ、行政だけではなかなか進まない気もするので、上手くボランティアやNPOなどと協力して広げていくことも大事かと。
speech,限りある人的資源（ボランティア・NPO）を有機的に協力できるといいですね。どのようにボランティアやNPOと協力できるかもう少し掘り下げたアイデアありませんか？
,
preceding context,名古屋港周辺の整備に於いて、津波災害の被害軽減に向け、コンテナ類の浮遊対策のため、法整備を含めた検討がまだまだ足りないと感じています。
speech,コンテナ類の浮遊対策。名古屋港には陸では考えられないことが起こるのですね。「過去教訓をいかした備え」にチェックしてくださっていますね。例えば、どのよな教訓や検討事項があるのでしょうか？教えていただけますか？
,
preceding context,続きです。）そういう場って魅力的だし、場が生きています。景気の良し悪しも“気持ち”の問題と言われているし、芸術の香りが漂う街って、国内ではなかなかないですよね。“ネオ・芸どころ名古屋”として復活したら、それこそ河村市長が言う“どえりゃ?おもしろい街！名古屋”に近づくのではないでしょうか？！？！(笑)
,「ネオ・芸どころ名古屋」という言葉はいいですね。かつて、日本有数の芸どころだったわけですから、新しいアートの発信地をめざしたい。あいちトリエンナーレには賛否両論ありますが、可能性ある取り組みだと思います。新しい発想のできる人たちを集めることがまず大事ですね。
speech,「芸どころ」という言葉がよく出てきますね、私は「芸どころ名古屋」を知らないのですが、どのような「芸」があるのですか？
,
preceding context,快適な都市環境の形成や魅力と活力にあふれるまちづくりにとっても、自転車の役割は大きい。市が策定した「自転車利用環境基本計画」で言われている、コミュニティサイクルは、他都市の事例を見ていると行政の補助金が無いと民間単独での実現が難しいと思われる。
,自転車は近接地域間移動に使うためのtoolとしては有効だと考えますが、行政の貸し出すコミュニティサイクルという思考第一ではなく、マイサイクルとして近接地域間の移動手段として多く利用してもらえるような基盤整備を第一に考えるということはどうでしょうか？
,初投稿します。都市計画などに関して勉強不足なのですが、テーマに興味があり皆さんの意見を読んでいます。基本的な質問なのですが、コミュニティサイクル は、レンタサイクルの都市版と言う理解でよいでしょうか。名古屋では見たことがなく(知らないだけかも知れませんが)、環境面等で広がっている施策でしょうか。
,レンタルサイクル都市版というカテゴリーに入るのかどうかはその考え方によるものだと思います。名古屋でも、試験的にコミュニティサイクルを始めています。（名チャリ）
,K. Samamtha . A さま、ありがとうございます。確かに''名ちゃり''ありましたね。名駅ー栄辺りに。いつの間にか見なくなりました。何のための施策、行動なのか、目的なのか、そして市民や名古屋にとってのメリットやデメリットを考えないといけないですね。少し他の都市のコミュニティサイクル事情を見てみます。ありがとうございました。
,昔放置自転車が社会問題になり駐輪場をせっせと造り、さらに自転車を私的な乗物から都市内における公共交通の一翼と位置付けて、安全・快適に走ることができる道と共同利用を進めるコミュニティサイクルの推進と時代とともに進展してきました。この３つの施策をうまく融合させることが大切だと思っています。
speech,ヨッシーさん、みなさま、コミュニティサイクルの議論ありがとうございます。確かに何のためにコミュニティサイクルをするのか、利用者が合意できる目的が必要ですね。趣旨に賛同できれば、ご指摘のように行政に頼りきりでなくても民間企業や住民共助で円滑な運用ができるように思います。コミュニティサイクルについて、民間でできることは、具体的に何かありますか。
,
preceding context,待機児童というのは、言うところ保育園に入れない子供たちの事を言うのですから、何故に幼稚園ではいけないのか？また幼稚園の定員割れしている現実に焦点を当てないところで議論が進むのはちょっと偏ってしまうと思います。どうでしょうか？
,子どもが生まれても働きたい女性（ジェンダーの問題はちょっと横においておきますね）はたくさんいると思います。パートであれ、正社員であれ。働こうとすれば、2時半ころに帰ってくる、夏休みが長い幼稚園に通わせることが難しいのです。この状況に対応してくれる企業がたくさんあればいいのですが…
speech,待機児童の解消・支援の拡充について、保育園・幼稚園それぞれが抱える現実的な問題があるということですね。では、どのようにしていけばそれらの問題が解消されるでしょうか。例えばこめっとさんが発言してくださったように、「企業」に着目する必要があるのかもしれません。「企業」に対する支援策にどのようなものが考えられるか、あるいは望まれるのかについて、ご意見どしどしお願いします。それ以外に、NARATOOさんの発言にある、“多くの方々にとって多様な価値観の共有（異世代交流）の場として、地域とともにある教育”とはどのようなものを指すのか、皆様からのご発言で深めていただければと思います。
,
preceding context,私の地域では、町内会がありますが。本当に機能していないと思います。町内会費払っているけど、町内で何かをやっていることなんてありません。他の地域では、学区一斉清掃なる取り組み、町内会ぐるみの防災訓練など。子供会は町内の取り組みです。でも子供がいない家庭では関わりがないです。子供会は良くお祭りごとをやっていますが。町内のつながりを深めることにより、防犯防災、そして、外国人がいたら手助け、高齢者や障害を持つ方のこえかけ。Naoさんが言うとおりです。でもうまくやっている町内もあると思います。どう違いがあるのかと思いました。古くからいる方がオープンにするか、しないかの違いなのでしょうか・・
,町内会で、役員などは強制するが、活動は活発でないんです。また、働いている世代は、年長者さんとの時間を合わせることができません。ある役目は、正月や年末は絶対とか。朝のごみだし見回りは絶対とか・・でも働いていたら絶対無理なんですよね。そういう頑固たる対応ではやめようと思うはずです。それに見合う地域ぐるみの活動があればいいですが、所詮役員だけというか・・・ですから若い方は入らないということになるのではないかと思います。
speech,町内会は、どうしたら活性化するのでしょう？
,
preceding context,市交通局が地下鉄とバス輸送で公共交通網を整備していますが、実態としては不採算の区間も多く自家用車中心になっているようです。その結果、駅前商店街に人が集まる東京などと比べるとかなり郊外型の生活スタイルが形成されているという印象です(私自身、名古屋と東京の両方に住んでみてそう思いました。)
,田淵寿郎さんの都市計画は素晴らしいですよね。特に栄＝矢場町＝大須の軸が若宮大通によって分断されている気がします。歩道橋も誰も利用していないし、横断歩道は駆け足で渡る。でもこの夏中央分離帯でのお化け屋敷が開催されていたときは皆歩いていました。ということは、中央分離帯に立ち止まりたくなる魅力を作らねばならないと思うのですがいかがでしょうか？
speech,Nayabashi5さん、田淵寿郎さんの都市計画とはどういう構想かご存知でしたら少し教えていただけますか。合わせて、「中央分離帯に立ち止まりたく魅力」の意味をもう少しお聞かせくださいますか。栄-矢場町-大須エリアは名古屋の中心部だと思うのですが、誰も利用しない歩道橋があれば、横断歩道は駆け足で渡るんですね。
,
preceding context,共助の部分にも当然のことながら公金の支出はありますが、ソフト面での基盤整備にはなかなか力が入れられていないように感じます。
,Samanthaさん、そうなんですよね。
,こめっとさん・・・行政の言うところの事業評価って言うのが気になるのでしょう・・・概算要求時点でも、費用対効果はどうなってるんだ？と財政から問われれば、数字で見える部分に予算が回ることは必然です。
speech,K.Samantha.Aさん、こめっとさんご意見ありがとうございます。なかなかソフト面での基盤整備が進まないとのことですが、ハード面はいつまでも形として残るが、ソフトの場合は残らないということもあるかもしれません。どのようなソフト面の基盤整備が今後必要とされていくでしょうか？
,
preceding context,GISと言わないまでも電子地図を地域で共有することは大事だと思います。たとえば防災科学技術研究所のe防災マップや、愛知県が推進する”手作りハザードマップ”です。ボランティア・NPOのように、実行できる人が実行する、専門知識を持っている人がそれを活かす、ということで、よりよい地理情報が地域で共有されることが進むとよいと思います。
speech,なるほど?いろいろなところが作成しているマップがあるのですね。それを一般の方が見たり、手に入れたりするには、どうしたらよいのでしょうか？一般の市民が参加してマップをつくるということは可能でしょうか？
,
preceding context,例えば、育児ノイローゼになりかけの若い母親を、育児のベテランであるお年寄りがサポートする体制を作れないでしょうか。母親のサポートになるだけでなく、お年寄りの生き甲斐にもなれば一石二鳥です。
,高齢者が参加する子育ては良いアイデアだと思いますので推進していくべきだと思います。また、仕組みは行政主導で用意するよりも、可能な限り地域から自主的に発生するかたちが良いと思います。行政はこれをサポートできるとベストですが、注意しなければならない点が２つあります。１つは、コミュニティが誤った方向に向かわないよう、フォローできる仕組みを用意しておくこと。
,NANASIさんのご意見に賛同です。導入、きっかけを行政が行ったとしても、運営は市民や民間が行わないと、定着しないと思います。運営の透明性を高くしそのコミュニティの存在目的やヴィジョンを定期的に確認していく仕組みが良いと思います。高齢者とお母さんを繋ぐコミュニティやプラットフォームがあると、孤立が避けらますよね。どなたか、具体的な活動例をご存知ないでしょうか。
,高齢者が地域で子供たちへの昔話を主体としたおはなし会というのをしている事例が各地にあります。
,みなさんの意見と同様、上(行政)から下(市民)に押し付けても普及しないことは承知です。そのようなシステムがいいのではないか？と意見交換するために提案させていただきました。お年寄りと幼児が触れ合うことによって、郷学(郷土の歴史や文化)などを伝承することもできるのではないかと思います。
speech,岩手県遠野市における、お年寄りによる口承による文化の伝承は素晴らしい活動ですね。名古屋で同じような仕組みを作るためにはどうしたら良いかアイデアはありますか？
,
preceding context,地域での認知度が高くなるというのに犬と限定をするわけではなくあくまでも犬はそのきっかけの一つだと認識しておいてください。地域内でたくさんのコミュニケーションが取れる状態にしておくことが、地域自治という考え方には重要だと思います。開かれた地域という考え方が必要ですね。現在、地域自治というのは、自治会の役員だけで決定してしまうことが問題であると考えます。
,名古屋市の考えるところの地域委員会とは、予算消化のための窓口を募集しているに留まってしまている。本当の意味での地域委員会というのは、地域コミュニティーでなければならないのです。地域が一体となることで、地域からの情報を行政が入手しやすくなり、それがallNagoyaへの施策展開へつながるものだと考えます。
speech,「地域内でたくさんコミュニケーションが取れる状態にしておくこと」を実現するには、何かいいアイデアはありませんか？みんなでできる活動だとより自治が活性するのではないでしょうか？
,
preceding context,僕が小学校2年生の頃、愛知万博がありました。そのときに生物多様性や環境対策が重要なのは学んだのですが、郷土愛には結びつかなかった記憶がありますよ。
speech,Newtubuさん、2005年に愛・地球博の名称で開催しましたね。愛知万博の時に学校で生物多様性や環境対策について学んだのですね。それは、どんな学習だったのか記憶にあれば、教えてくださいますか？
,
preceding context,次期総合計画中間案(h25.11)長期的展望に立ったまちづくり、重点戦略1の子育て世代に選ばれる町づくりについて。我が国では平成24年度に「子ども・子育て関連3法」が可決され、平成27年度には「子ども・子育て支援新制度」がスタートする予定です。この新制度に向けて名古屋市として、詳細にニーズを把握し、より具体的な「名古屋市版支援制度」を策定する事が重要だと考えます。策定には待機児童の解消・支援の拡充はもちろん、多様な価値観の共有（異世代交流）の場として、地域とともにある教育が行われる事を期待します。
speech,仰る通りですね。効果的な制度を作るための子育てに関する主たる課題は待機す児童の問題の他に何があるでしょうか？また、異世代交流についてもう少し詳しく説明頂けますか？
,
preceding context,そうですね。僕の知人や友達とかでも「東京に一回行ったら名古屋の良さがわかった」という人が多いです。できることなら、いま全国で活動しているSKE48の人にインタビューをしてみたいですね。彼女たちは名古屋で生まれ名古屋で生きて、外で活動している。いま企業で外部取締役という試みがなされているように外部からの視点をどんどん入れていきたいですね。
,愛岐トンネル群に行きました。中央線ですぐです。同じ政令指定都市で京都や仙台などだと市内の山あいにこうした自然が充ち満ちていますが、それらが市内だと思っても思わなくても同じことで。こうした緑と市内らしい緑とでは意味（役割？）が違いますね。
,定光寺の緑は大自然と言ったほうが的確かもしれませんね。でもあの定光寺、川を挟んで春日井市と瀬戸市という管轄になっていて、今ではすっかり心霊スポットみたいになっています。母から聞いた話では昔は尾張名古屋の奥座敷として賑わっていたようですが・・・。この場所の他にも名古屋市内ではないものの、名古屋圏域にはたくさんの魅力的な自然があります。だからこそ行政区分を超えた議論の場が必要だと思うのですがいかがでしょうか？
speech,membersonlyさんが行かれた”愛岐トンネル群”は名古屋圏域の身近に自然と触れ合える場所ですね。”こうした緑と市内らしい緑とでは意味（役割）が違う”と言うことですが、具体的にどんな点か教えていただけますか？
,
preceding context,東海・東南海地震に備えるという意味でも名古屋市という行政区画を超え、情報収集の対策なども取り込んだ避難行動計画の作成が急務だと感じ投稿させてもらいました。
,災害弱者だけでなく多くの人が避難指示は、いきわたっていないかと思います。また、大阪では避難勧告を出しても、ほとんど避難していないということでした。避難は、大雨なら浸水する前に避難しないといけません。冠水してから避難（特に夜中などは）危険です。
,先の豪雨の時も、防災無線が流れていましたが全く聞こえませんでした。家からほんとにごくわずかな場所（避難所）なのに、全く聞こえず、私は区のツイッターを見て状況を把握しました。関東では、防災無線かなり多く存在していました。市内177箇所。ちなみにさいたま市市内５６８箇所、大阪（数百http://www.city.osaka.lg.jp/kikikanrishitsu/page/0000011830.html
,ツイッターとか難しい方には防災無線は必要かと。(トピずれますが、防災無線で、迷子・詐欺・放射能濃度・大気汚染などの情報も放送しています）ですから自主防災訓練も無線で、放送してもいいかと思いますが
,RRRさんの意見に賛成です。大村知事もこの地域は一蓮托生だとおっしゃっています。既存の都道府県などの行政区分は明治政府によって分断されたラインであって、実際の文化圏・経済圏・交流圏とはかなり異なっています。ですから、この枠組みを超えた防災計画などが必要ですよね。
,確かに広域も必要ですが、まず小さな地域から防災対策をしていかないと、まとまらないかと。かといって今は、自主防災が学区（町内会）が機能していないので・・避難計画を小単位でやる、防災対策も小単位でやることが被害を食い止めることにつながると思いますが。
,自助・共助。ここでかなりの被害者をすくなくすることができると思います。
speech,そうなんですね！自助・共助で「こうしておけばいいのかも！」というポイントのようなものがあるのでしょうか？
,
preceding context,現状の街を前提に何ができるか（短期的な視点）、現状の街をいかに安全な姿に変えていくか（長期的な視点）。短期的な取り組みを通じて地域がまとまり、長期的な議論にも繋がってくるといいですね。
speech,短期と長期視点とても重要だと思います。具体的にどのような短期的な取り組みが地域では必要でしょうか？
,
preceding context,自助共助という言葉を知らない人は少ないのですが、防災のワークショップで、家庭の災害時の行動を考えましょうというワークで、”近所の消火活動”、”救出活動”という意見が出てくるのは極まれで、みなさん”避難所に避難する”行動を書き上げます。災害＝避難のイメージがものすごく強く（それ自体は間違っていないのですが・・）、”知らず知らずに持っている固定観念”や”災害のステレオタイプ”のようなものを崩していかなくてはならないのだと思います。
,確かに?地震→津波のイメージが強いのかもしれませんね。
speech,ATSUCOさん、こめっとさんご意見ありがとうございます。自助、共助、公助の概念をはじめ、実際どのようなものか、まだまだ認知されていないかもしれません。どのようにしたら、これらの概念や実際の具体的な活動を、市民の方に理解してもらえそうでしょうか？
,
preceding context,名古屋市では、学区での自主防災を強化しているといいますが・・・正直限られた町内会の人だけが参加している地域も多いと思います。我が家も、町内会に加入しておりますが、地域の防災訓練がいつ開催されるのか？自主防災とは誰がどのようにやっているのか全く見えません。せっかくの取り組み、もっと市民が分かりやすい、参加しやすい取り組みはできないのでしょうか。（町内会という閉鎖された環境だと、一部の方が満足しているようなところもあるかと・・・スイマセン書き方が悪くて）共助は大切だと思うので、ぜひこの取り組みを軸にして、名古屋の災害被害を減らせると思いますが。
,たとえば、各学区の代表者を公開するとか、各学区の防災訓練を名古屋市のHPで公開するとか。とりあえず取り組みが見えるようになればよいかと思います。
,名古屋では「防災安心まちづくり運動」というものがありました。各地での実施事例が市のＨＰで紹介されています。http://www.city.nagoya.jp/kurashi/category/20-2-15-0-0-0-0-0-0-0.html　防災名簿作りなど課題は多いのですが現在こういった動きは活発とは言えませんhttp://www.city.nagoya.jp/kurashi/category/20-2-2-0-0-0-0-0-0-0.html　このページなど２００６年３月に更新されて放置されています
speech,umesisoさんのご指摘の通り、自主防災組織など仕組みを作れど、認知や運用が継続されていないようですね。どのようにしたら、もっと認知され継続的な運用が活発になるでしょうか？他の自治体でグッドプラクティスなどあれば、探ってみたいですね?
,
preceding context,続きです。例えば、医療、環境、情報、福祉を融合させた新たなビジネスを研究開発する機能を名駅に設ける考えはどうでしょうか。複数ジャンルの融合のためには専門家の交流機能を充実させる何かが名駅にあるといいです。海外の知的財産とも交流しやすい機能もほしいです。　もっと具体的には複合研究所、交流サロン、国際会議場、さらにそれを支援する宿泊施設、接待施設などなど。そして交友機能に関係する職にある人が居住する環境が名駅近傍にほしくなります。
speech,なるほど、魅力的ですね。その機能は他の場所ではなく、名駅に集中させるとどのような違いが出るのでしょうか。
,
preceding context,マナー、マナーという意見が多くみられますが、自転車を運転する場合、ルール（規則）を守ることが第一なんです。
,専用道路を作っても結局飛び出しが多ければ事故になりますよね、やはり根本的なところが大切かと思いますが
,最近、高速道路に歩行者が侵入しよく事故が起きていますよね。あれでも自動車側の前方不注意になってしまうのです。歩行者が過度に守られているような気がします。自動車も自転車も歩行者も、事故は無いに越したことはないと思うんですが。ということは、道路をシェアしているという感覚が重要になるのかもしれません。
,そうなんです。車だけが悪いわけではなのです。だけど、結局車の責任に。自転車の運転をみていると、まず一時停止をする学生なんていない。しかも遅刻ぎりぎりだと、かなりの猛スピード。あんなのにぶつかった車の人はかなりの迷惑です。また、弱者（お年寄り、子供）なんかは、あの自転車にぶつかったら死亡事故につながるはずです。自転車の取締りを強化するということはできないものでしょうかね。
speech,ハードよりもソフト、といいますか・・・運転する人のマナー以前の交通規則を守ることを周知するといいますか、徹底することが求められるということでしょうか？　とすると、どんなことをすると徹底できるのでしょうか？罰則を強化するというのではないとすると・・・
,
preceding context,名古屋の街は戦災、伊勢湾台風という二度の復興を経てできた街だと考えています。最近東京ではオリンピック開催を機に老朽化した街の再開発を行う機運が高まっています。名古屋の街は東京よりはるかに整備されていますが、かなりの月日が経過しており(１９６４年の東京五輪よりも伊勢湾台風の方が前ですし)、災害の有無に関係なくそろそろリニューアルを考える価値があると思います。
,かつやんさんの意見に賛成です！何か起きてから取組むのではなく、先手先手で計画を立てる必要性を僕も感じていたところです。この事前復興プロセスは先日のトリエンナーレのように、興味を持った人たちが無償でプランニングすることが望ましいと思っております。
,興味を持った人たちが無償でプランニング、素敵なご意見ですね。現実的にはなかなか難しいとは思いますが、行政(と行政の依頼を受けたシンクタンク)だけが都市計画を決めるのではなく、意欲のある市民の意見を募れるシステムが欲しいですね。
,僕もかつやんさんと同じスタンスです。今回のCOLLAGREEのように、関心のある人が声を上げられ双方向で意見を交換できることが重要ですよね。単に意見募集しても、どうせ聞いてくれない。というふうになり市民が市政に対して無関心になってしまいます。地域の自立のためにも市民から関心が集まることが重要だと考えるので、そのようなシステムに期待したいです！
speech,行政と市民が一体となって名古屋の復旧・復興を考えられるよう、意欲のある市民の意見を募れるシステムとは、つまり「場」が必要ということですね？「場」以外にも、何があるともっと行政と市民が一体となって考えられるでしょうか？
,
preceding context,名古屋の街は石原裕次郎に「白い街」といわれたほど「道が広く」設計されました。それはモータリゼーションの到来にはマッチしたのでしょうが昨今言われるコンパクトシティとはマッチしていません。広い道とモータリゼーションは周辺地域での居住と中心地での職・遊の分離を促した。そして広い道で街＝コミュニティーが寸断されたのでしょう。
,都市人類学上、魅力がないのであれば、現状において、なぜ都市としてある程度の人が集まっているのでしょうか？
,どれだけその地域にと関り合いを持っているか、どんな関り合いを持っているのかで、その土地への愛着や思いが違ってくると思います。名古屋はには、そんな“人”との関り合い度合いが、低い、もしくは、外から見えずらい気がします。都市として機能することと、“魅力と活力に溢れ行きたくなるまち”は必ずしも、一致しない気がします。（反対意見でも、賛成意見でもないです）
,終わり名古屋という意味を誤解しているのではないでしょうか？全てに関していて所謂”終わっている”ではなくて、最後、終局的に名古屋という思考です。だからこそ、終局的に名古屋にヒトとモノとカネがある一定の割合で集まるということです。
,意味もなく集まる、魅力がないからこそ集まるですか…難しいですね。そうなると魅力があるから人が集まるということも言えなくなるのでしょうか？
,inochiさん・・・”意味がない”という事が魅力でもあるという認識はありませんか？都市は生き物ですという事を正確に理解いただけないでしょうか？アメリカで発達した都市人類学という学問では、シカゴの都市発展と衰退に関して様々な切り口で研究されています。
,魅力がないということを魅力にしないためのmovementの必要性を考えるための事例であって、まだmovemntという具体的なモノへのアプローチはできていません。これからここで議論すべき内容だと考えますがいかがですか？
speech,「終わり名古屋」は名古屋で何かが「終わっている」という意味ではないということですね。みなさん、ありがとうございます。K.Samantha.Aさん、もしよければ、都市人類学で言われる”都市の魅力”について、簡単で構いませんから、どのようなことがあるかをみなさんと共有していただくことをお願いできますか？
,
preceding context,安否確認は、お年寄りなどの一人世帯とか、障害がある方やご病気などで寝たきりの方がということでしょうか。社協さんがやり始めたという印象ですが、実際のところ不明です。個人では、１７１を推奨していますね。個人情報でがんじがらめでは何もできないですよね
,反対と賛成を意識しないと。。意に反して表示が。
,賛成反対を気にしないで投稿してしまうと、意に反して賛成になったり反対になったりしますね・・・
,地域に於ける、自助、共助という意味で安否確認ってとっても必要です。小学校の時の避難訓練だって、総員何名全員避難できました！そう報告するでしょ？あれと同じ感覚の話なんです。お隣に住んでいる家族も一緒に避難できているのか？そこを気にかけない避難であるなら、それは間違いなく自分だけ助かれば良いという思考でほかの家族はかまってられねーんだわ！という名古屋流儀の避難になりそうです。当にこの思考は非難をうけるべく思考ではないでしょうかね？
speech,今後ますます高齢化が進み、独居老人が増える中、安否確認も重要な防災訓練の要素になりますね。体が動かない、電話がないという方にも避難ができるようには、どのような工夫が今後必要でしょうか？
,
preceding context,僕は名古屋の自然というと、ビルが低層で空が広いとか、夜空を眺めると東京より星空が見えるという点。あとちょっと建物を登ると山並みがみえるという点だと思います。それに中部地方の農産物などからも自然を感じることができます。
speech,Nayabashi5さんは名古屋と東京の在住経験があるのでしたね。「ビルが低層で空が広い」、「夜空を眺めると星空が見える」、「ちょっと建物を登と山並みが見える」などの意見から、都市なのに自然が身近に感じられると言う事ですね。魅力的に聞こえますね。それは、名古屋の都市特徴になるでしょうか。合わせて、中部地方の農産物のことを挙げてくださいましたが、もう少し具体的にご存知でしたら、教えてください。
,
preceding context,調べたところによると現在似たような事例に埼玉県富士見市の「ミッキークラブ」や、山梨県甲府市の「子育て・お助け隊」などがあります。よってこのような仕組みに対するニーズはあると考えられますが、それを名古屋市で実現するためにはどのような問題があるかなどを分析する必要がありそうです。
speech,そーちゃんさん、どんな問題を解決すれば実現できそうですか？
